iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CHN,Asia,China,15/04/2020,84607,95,100.429,3385,2,3.286,59.336,0.067,0.07,2.374,0.001,0.002,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,16/04/2020,84712,105,100.857,3387,2,2.714,59.41,0.074,0.071,2.375,0.001,0.002,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,17/04/2020,85121,409,148.571,4682,,,59.697,0.287,0.104,3.284,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,18/04/2020,85190,69,146.714,4683,1,1.857,59.745,0.048,0.103,3.284,0.001,0.001,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,19/04/2020,85251,61,131.857,4683,0,1.571,59.788,0.043,0.092,3.284,0,0.001,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,20/04/2020,85312,61,125.286,4684,1,1.143,59.831,0.043,0.088,3.285,0.001,0.001,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,21/04/2020,85378,66,123.714,4687,3,1.286,59.877,0.046,0.087,3.287,0.002,0.001,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,22/04/2020,85430,52,117.571,4688,1,1.143,59.914,0.036,0.082,3.288,0.001,0.001,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,23/04/2020,85468,38,108,4689,1,1,59.94,0.027,0.076,3.288,0.001,0.001,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,24/04/2020,85514,46,56.143,4690,1,1.143,59.972,0.032,0.039,3.289,0.001,0.001,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,25/04/2020,85550,36,51.429,4691,1,1.143,59.998,0.025,0.036,3.29,0.001,0.001,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,26/04/2020,85579,29,46.857,4692,1,1.286,60.018,0.02,0.033,3.291,0.001,0.001,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,27/04/2020,85610,31,42.571,4692,0,1.143,60.04,0.022,0.03,3.291,0,0.001,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,28/04/2020,85672,62,42,4693,1,0.857,60.083,0.043,0.029,3.291,0.001,0.001,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,29/04/2020,85701,29,38.714,4693,0,0.714,60.104,0.02,0.027,3.291,0,0.001,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,30/04/2020,85746,45,39.714,4693,0,0.571,60.135,0.032,0.028,3.291,0,0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,01/05/2020,85766,20,36,4694,1,0.571,60.149,0.014,0.025,3.292,0.001,0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,02/05/2020,85774,8,32,4694,0,0.429,60.155,0.006,0.022,3.292,0,0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,03/05/2020,85758,,,4695,1,0.429,60.144,,,3.293,0.001,0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,04/05/2020,85753,,,4695,0,0.429,60.14,,,3.293,0,0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,05/05/2020,85770,17,,4695,0,0.286,60.152,0.012,,3.293,0,0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,06/05/2020,85792,22,,4695,0,0.286,60.167,0.015,,3.293,0,0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,07/05/2020,85799,7,,4697,2,0.571,60.172,0.005,,3.294,0.001,0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,08/05/2020,85816,17,,4698,1,0.571,60.184,0.012,,3.295,0.001,0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,09/05/2020,85845,29,,4698,0,0.571,60.205,0.02,,3.295,0,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,10/05/2020,85881,36,18.286,4699,1,0.571,60.23,0.025,0.013,3.295,0.001,0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,11/05/2020,85888,7,19.286,4700,1,0.714,60.235,0.005,0.014,3.296,0.001,0.001,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,12/05/2020,85910,22,20,4700,0,0.714,60.25,0.015,0.014,3.296,0,0.001,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,13/05/2020,85921,11,18.429,4700,0,0.714,60.258,0.008,0.013,3.296,0,0.001,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,14/05/2020,85936,15,19.571,4700,0,0.429,60.268,0.011,0.014,3.296,0,0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,15/05/2020,85955,19,19.857,4700,0,0.286,60.282,0.013,0.014,3.296,0,0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,16/05/2020,85973,18,18.286,4701,1,0.429,60.294,0.013,0.013,3.297,0.001,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,17/05/2020,85992,19,15.857,4701,0,0.286,60.308,0.013,0.011,3.297,0,0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,18/05/2020,86019,27,18.714,4701,0,0.143,60.327,0.019,0.013,3.297,0,0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,19/05/2020,86035,16,17.857,4702,1,0.286,60.338,0.011,0.013,3.298,0.001,0,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,20/05/2020,86051,16,18.571,4702,0,0.286,60.349,0.011,0.013,3.298,0,0,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,21/05/2020,86082,31,20.857,4702,0,0.286,60.371,0.022,0.015,3.298,0,0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,22/05/2020,86125,43,24.286,4702,0,0.286,60.401,0.03,0.017,3.298,0,0,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,23/05/2020,86156,31,26.143,4702,0,0.143,60.423,0.022,0.018,3.298,0,0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,24/05/2020,86203,47,30.143,4702,0,0.143,60.456,0.033,0.021,3.298,0,0,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,25/05/2020,86250,47,33,4702,0,0.143,60.489,0.033,0.023,3.298,0,0,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,26/05/2020,86280,30,35,4703,1,0.143,60.51,0.021,0.025,3.298,0.001,0,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,27/05/2020,86310,30,37,4704,1,0.286,60.531,0.021,0.026,3.299,0.001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,28/05/2020,86333,23,35.857,4704,0,0.286,60.547,0.016,0.025,3.299,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,29/05/2020,86342,9,31,4704,0,0.286,60.553,0.006,0.022,3.299,0,0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,30/05/2020,86348,6,27.429,4704,0,0.286,60.557,0.004,0.019,3.299,0,0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,31/05/2020,86367,19,23.429,4704,0,0.286,60.571,0.013,0.016,3.299,0,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,01/06/2020,86388,21,19.714,4704,0,0.286,60.585,0.015,0.014,3.299,0,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,02/06/2020,86397,9,16.714,4704,0,0.143,60.592,0.006,0.012,3.299,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,03/06/2020,86400,3,12.857,4704,0,0,60.594,0.002,0.009,3.299,0,0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,04/06/2020,86409,9,10.857,4704,0,0,60.6,0.006,0.008,3.299,0,0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,05/06/2020,86414,5,10.286,4704,0,0,60.604,0.004,0.007,3.299,0,0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,06/06/2020,86422,8,10.571,4704,0,0,60.609,0.006,0.007,3.299,0,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,07/06/2020,86430,8,9,4704,0,0,60.615,0.006,0.006,3.299,0,0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,08/06/2020,86435,5,6.714,4704,0,0,60.618,0.004,0.005,3.299,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,09/06/2020,86458,23,8.714,4704,0,0,60.635,0.016,0.006,3.299,0,0,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,10/06/2020,86474,16,10.571,4704,0,0,60.646,0.011,0.007,3.299,0,0,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,11/06/2020,86484,10,10.714,4704,0,0,60.653,0.007,0.008,3.299,0,0,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,12/06/2020,86495,11,11.571,4704,0,0,60.66,0.008,0.008,3.299,0,0,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,13/06/2020,86559,64,19.571,4704,0,0,60.705,0.045,0.014,3.299,0,0,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,14/06/2020,86615,56,26.429,4704,0,0,60.745,0.039,0.019,3.299,0,0,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,15/06/2020,86673,58,34,4704,0,0,60.785,0.041,0.024,3.299,0,0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,16/06/2020,86723,50,37.857,4704,0,0,60.82,0.035,0.027,3.299,0,0,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,17/06/2020,86756,33,40.286,4704,0,0,60.844,0.023,0.028,3.299,0,0,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,18/06/2020,86796,40,44.571,4705,1,0.143,60.872,0.028,0.031,3.3,0.001,0,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,19/06/2020,86799,3,43.429,4705,0,0.143,60.874,0.002,0.03,3.3,0,0,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,20/06/2020,86861,62,43.143,4705,0,0.143,60.917,0.043,0.03,3.3,0,0,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,21/06/2020,86881,20,38,4705,0,0.143,60.931,0.014,0.027,3.3,0,0,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,22/06/2020,86909,28,33.714,4705,0,0.143,60.951,0.02,0.024,3.3,0,0,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,23/06/2020,86928,19,29.286,4705,0,0.143,60.964,0.013,0.021,3.3,0,0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,24/06/2020,86948,20,27.429,4705,0,0.143,60.978,0.014,0.019,3.3,0,0,0.95,,,,,,,,,90000000,,63.118,,,,,,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,25/06/2020,86962,14,23.714,4705,0,0,60.988,0.01,0.017,3.3,0,0,0.91,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,26/06/2020,86987,25,26.857,4705,0,0,61.006,0.018,0.019,3.3,0,0,0.87,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,27/06/2020,87015,28,22,4705,0,0,61.025,0.02,0.015,3.3,0,0,0.81,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,28/06/2020,87032,17,21.571,4706,1,0.143,61.037,0.012,0.015,3.3,0.001,0,0.78,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,29/06/2020,87056,24,21,4706,0,0.143,61.054,0.017,0.015,3.3,0,0,0.78,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,30/06/2020,87060,4,18.857,4706,0,0.143,61.057,0.003,0.013,3.3,0,0,0.79,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,01/07/2020,87065,5,16.714,4706,0,0.143,61.06,0.004,0.012,3.3,0,0,0.85,,,,,,,,,,,,,1627907,1.142,0,97397.8,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,02/07/2020,87072,7,15.714,4706,0,0.143,61.065,0.005,0.011,3.3,0,0,0.85,,,,,,,,,,,,,1627907,1.142,0,103596,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,03/07/2020,87079,7,13.143,4706,0,0.143,61.07,0.005,0.009,3.3,0,0,0.89,,,,,,,,,,,,,1627907,1.142,0,123861.1,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,04/07/2020,87091,12,10.857,4706,0,0.143,61.078,0.008,0.008,3.3,0,0,0.95,,,,,,,,,,,,,1627907,1.142,0,149940.8,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,05/07/2020,87101,10,9.857,4706,0,0,61.085,0.007,0.007,3.3,0,0,1.04,,,,,,,,,,,,,1627907,1.142,0,165152.4,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,06/07/2020,87113,12,8.143,4706,0,0,61.094,0.008,0.006,3.3,0,0,1.17,,,,,,,,,,,,,1627907,1.142,0,199914.9,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,07/07/2020,87140,27,11.429,4706,0,0,61.113,0.019,0.008,3.3,0,0,1.3,,,,,,,,,,,,,1627907,1.142,0,142436.5,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,08/07/2020,87155,15,12.857,4706,0,0,61.123,0.011,0.009,3.3,0,0,1.36,,,,,,,,,,,,,1627907,1.142,0,126616.4,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
